codigo;descripcion;almacen;lote;stock;fecha
QA-9902;CHEVROLET AVEO (TODOS);000004;407PBL22;24;2022-09-19
QD-6904;CHEVROLET NPR / NKR;000001;407PBL22;1080;2022-09-20
QD-6904;CHEVROLET NPR / NKR;000004;407PBL22;24;2022-09-20
QD-6905;CHEVROLET NPR / NKR / ENCAVA;000004;407PBL22;24;2022-09-20
QL-10060;CHEVROLET EXPRESS VAN/ AVALANCHE / TAHOE/ SILVERADO. DODGE CALIBER. JEEP LIBERTY KK/ COMPASS;000004;407PBL22;24;2022-09-19
QL-10158;TOYOTA 4RUNNER 2010-2021 / TUNDRA V6 4.OL 2012-2014;000001;407PBL22;3600;2022-09-19
QL-10295;TOYOTA TUNDRA 2010-2021 / LAND CRUISER 2008-2021/ SEQUOIA 2001-2021;000001;407PBL22;3600;2022-09-19
QL-10358;TOYOTA COROLLA 2013-2018;000001;407PBL22;3600;2022-09-19
QL-10575;FORD EXPLORER 2011-2021 / F150 2011-2021 / JEEP CHEROKEE LIBERTY 2008 -2014;000001;407PBL22;24;2022-09-19
QL-10575;FORD EXPLORER 2011-2021 / F150 2011-2021 / JEEP CHEROKEE LIBERTY 2008 -2014;000004;407PBL22;24;2022-09-19
QL-13;CHEVROLET GRAND BLAZER / 2WD / 4WD / C-1500 / C30 / C3500 / GMC YUKON / PICK-UPS (TODAS) / SILVERADO;000004;407PBL22;24;2022-09-19
QL-16;DODGE INTREPID / PICK-UP RAM 2500 / SPIRIT / STRATUS / CARAVAN / DURANGO / CIRRUS;000004;407PBL22;24;2022-09-19
QL-2;FORD TRITON 8CIL / EXPEDITION V8 / ESCAPE 3.0L / EXPLORER SPORT / SPORT TRAC/ JEEP GRAND CHEROKEE 2010-2013;000004;407PBL22;18;2022-09-19
QL-2004;TOYOTA PRADO/ HILUX/ FORTUNER / 4RUNNER HASTA 2009. DONGFENG RICH 6;000004;407PBL22;12;2022-09-19
QL-3387;CHEVROLET AVEO (TODOS) / OPTRA (TODOS) / CORSA (TODOS). FIAT PALIO 1.8 (2005-2009) / SIENA 1.8 (2005-2009). DAEWOO CIEL;000001;407PBL22;30672;2022-09-20
QL-3387;CHEVROLET AVEO (TODOS) / OPTRA (TODOS) / CORSA (TODOS). FIAT PALIO 1.8 (2005-2009) / SIENA 1.8 (2005-2009). DAEWOO CIEL;000004;407PBL22;18;2022-09-20
QL-3600;FORD FIESTA (TODOS) / RANGER / FOCUS. JEEP CHEROKEE LIBERTY 2007. MAZDA B-2300 /B-2500;000004;407PBL22;24;2022-09-19
QL-3614;CHERY ARAUCA A1 / X1, CHEVROLET GRAND VITARA (TODAS) / JIMNY. FORD ECOSPORT;000004;407PBL22;18;2022-09-19
QL-3807;CHEVROLET LUV D-MAX (TODAS). HONDA ACCORD / CIVIC / FIT / LEGEND / ODISSEY. HYUNDAI ACCENT / ELANTRA / TUCSON / GETZ;000004;407PBL22;12;2022-09-19
QL-3980;CHEVROLET BLAZER / CELEBRITY / CORSICA / CORVETTE / IMPALA / LUMINA / C10;000004;407PBL22;24;2022-09-19
QL-4558;FIAT BRAVA / PALIO / PREMIO / SIENA / UNO / FORZA;000004;407PBL22;24;2022-09-19
QL-4967;TOYOTA CAMRY / CELICA / COROLLA / SKY / STARLET / TERIOS / YARIS. DAEWOO MATIZ / TICO. CHEVROLET SPARK(TODOS);000001;407PBL22;50376;2022-09-20
QL-4967;TOYOTA CAMRY / CELICA / COROLLA / SKY / STARLET / TERIOS / YARIS. DAEWOO MATIZ / TICO. CHEVROLET SPARK(TODOS);000004;407PBL22;12;2022-09-20
QL-5103;CHERY ORINOCO (A3);000004;407PBL22;18;2022-09-19
QL-5113;RENAULT CLIO / GALA / KANGOO / TWINGO 1.2L / MEGANE / LOGAN / SCENIC;000004;407PBL22;24;2022-09-19
QL-5548;VOLKSWAGEN FOX / CROSSFOX 2006-2008 / GOL 1997-2018 / SPACE FOX 2006-2008. SEAT IBIZA CORDOBA;000004;407PBL22;24;2022-09-19
QL-6607;FORD KA / LASER. MAZDA ALLEGRO / 323 / 626 KIA PICANTO;000004;407PBL22;24;2022-09-19
QL-7317;HONDA ACCORD / CIVIC, LEGEND / FIT / DODGE BRISA. MITSUBISHI LANCER;000004;407PBL22;18;2022-09-19
QL-8;FORD MUSTANG 91-03 / FORD BRONCO 92-96 / EXPLORER 92-01 / PICK UP F150-350. TOYOTA LAND CRUISER / MACHO / PICK UP;000004;407PBL22;24;2022-09-19
QL-9814;PEUGEOT 206/207/307/408, CENTAURO 1.6, DONGFENG S30;000001;407PBL22;3600;2022-09-19
QVU12R225;QUALID 12R22.5 18PR VULCANO;000002;386PBL22;90;2022-10-13
QVU12R225;QUALID 12R22.5 18PR VULCANO;000003;386PBL22;9;2022-10-13
550045885;SHELL HELIX HX5 20W-50 SN 6x1L;000004;297PBL22;2;2022-06-29
QL-10158;TOYOTA 4RUNNER 2010-2021 / TUNDRA V6 4.OL 2012-2014;000001;224PBL22;2400;2022-07-28
QL-10295;TOYOTA TUNDRA 2010-2021 / LAND CRUISER 2008-2021/ SEQUOIA 2001-2021;000001;224PBL22;2400;2022-07-28
QL-10358;TOYOTA COROLLA 2013-2018;000001;224PBL22;2400;2022-07-28
QL-3690;CHEVROLET NPR / NKR / ENCAVA;000001;224PBL22;2124;2022-07-28
QL-3690;CHEVROLET NPR / NKR / ENCAVA;000004;224PBL22;12;2022-07-28
QL-9814;PEUGEOT 206/207/307/408, CENTAURO 1.6, DONGFENG S30;000001;224PBL22;2112;2022-07-28
QL-9814;PEUGEOT 206/207/307/408, CENTAURO 1.6, DONGFENG S30;000004;224PBL22;56;2022-07-28
QA-1111;CHERY ORINOCO 4L 1.8L (AUTOMÁTICO);000004;159PBL22;24;2022-06-08
QA-8004;FORD EXPEDITION / F-150 / F-350;000004;159PBL22;12;2022-06-08
QA-9074;RENAULT LOGAN / KANGOO /SYMBOL;000004;159PBL22;24;2022-06-08
QL-10158;TOYOTA 4RUNNER 2010-2021 / TUNDRA V6 4.OL 2012-2014;000001;159PBL22;1626;2022-06-08
QL-10158;TOYOTA 4RUNNER 2010-2021 / TUNDRA V6 4.OL 2012-2014;000004;159PBL22;12;2022-06-08
QL-10295;TOYOTA TUNDRA 2010-2021 / LAND CRUISER 2008-2021/ SEQUOIA 2001-2021;000001;159PBL22;2208;2022-06-08
QL-10295;TOYOTA TUNDRA 2010-2021 / LAND CRUISER 2008-2021/ SEQUOIA 2001-2021;000004;159PBL22;12;2022-06-08
QL-10358;TOYOTA COROLLA 2013-2018;000001;159PBL22;1968;2022-06-08
550057749;SHELL HELIX HX7 SP 10W-30 6x1L;000001;112PBL23;1139;2023-04-20
550057767;SHELL HELIX HX7 SP 10W-40 6x1L;000001;112PBL23;768;2023-04-20
550057767;SHELL HELIX HX7 SP 10W-40 6x1L;000004;112PBL23;2;2023-04-20
QBD29580;QUALID 295/80R22.5 18 PR BULLDOG;000002;085PBL23;242;2023-04-24
QBD29580;QUALID 295/80R22.5 18 PR BULLDOG;000003;085PBL23;3;2023-04-24
44245809;SHELL RIMULA R2 50 TB 209L EXPO;000001;079PBL23;36;2023-04-25
44245809;SHELL RIMULA R2 50 TB 209L EXPO;000004;079PBL23;4;2023-05-10
550057742;SHELL HELIX ULTRA 5W-40 6x1L;000001;076PBL23;3325;2023-04-05
QWK750;QUALID 7.50R16 14PR WORKER SET;000002;061PBL23;232;2023-04-12
QWK750;QUALID 7.50R16 14PR WORKER SET;000003;061PBL23;1;2023-04-12
QAT28575R16;QUALID LT285/75R16 ALL TERRAIN Q01;000002;053PBL23;26;2023-03-16
550045901;SHELL HELIX HX5 15W-40 SN 6x1L;000004;045PBL23;4;2023-02-24
QA-46932;NPR (CON TURBO), MITSUBISHI CANTER (CON TURBO);000001;040PBL23;32;2023-03-24
QA-46932;NPR (CON TURBO), MITSUBISHI CANTER (CON TURBO);000004;040PBL23;1;2023-03-24
QD-10224;FORD RANGER, MAZDA BT50 W/ 2.2L AND 3.2L DIESEL, TOYOTA HILUX 2.5 DIESEL / MITSUBISHI L200;000001;040PBL23;764;2023-03-24
QD-10224;FORD RANGER, MAZDA BT50 W/ 2.2L AND 3.2L DIESEL, TOYOTA HILUX 2.5 DIESEL / MITSUBISHI L200;000004;040PBL23;1;2023-03-24
QD-10231;TOYOYA LAND CRUISER DIESEL 70, HZJ7, 200, 202;000001;040PBL23;860;2023-03-24
QD-10231;TOYOYA LAND CRUISER DIESEL 70, HZJ7, 200, 202;000004;040PBL23;1;2023-03-24
QD-10372;TOYOTA DYNA TURBO;000001;040PBL23;2468;2023-03-24
QD-10372;TOYOTA DYNA TURBO;000004;040PBL23;1;2023-03-24
QD-10379;MITSUBISHI HINO 3.5T 155 195 FUEL FILTER ELEMENT OE 23304-78091  TOYOTA DYNA (23304-78090);000001;040PBL23;2132;2023-03-24
QD-10379;MITSUBISHI HINO 3.5T 155 195 FUEL FILTER ELEMENT OE 23304-78091  TOYOTA DYNA (23304-78090);000004;040PBL23;1;2023-03-24
QD-10416;MITSUBISHI, HINO, ISUZU, CHEVROLET FVR, TOYOTA DYNA 4.0;000001;040PBL23;2228;2023-03-24
QD-10416;MITSUBISHI, HINO, ISUZU, CHEVROLET FVR, TOYOTA DYNA 4.0;000004;040PBL23;1;2023-03-24
QD-33166;JHON DEER / INGERSOLL RAND / MASSEY FERGUSON;000001;040PBL23;8756;2023-03-24
QD-33166;JHON DEER / INGERSOLL RAND / MASSEY FERGUSON;000004;040PBL23;1;2023-03-24
QD-33218;MACK 673 / 675 / 676 SECUNDARIO;000001;040PBL23;2216;2023-03-24
QD-33218;MACK 673 / 675 / 676 SECUNDARIO;000004;040PBL23;1;2023-03-24
QD-33219;MACK 673 / 675 / 676 PRIMARIO;000001;040PBL23;2528;2023-03-24
QD-33219;MACK 673 / 675 / 676 PRIMARIO;000004;040PBL23;1;2023-03-24
QD-33242;TRAMPA CARGO 1721;000001;040PBL23;1208;2023-03-24
QD-33242;TRAMPA CARGO 1721;000004;040PBL23;1;2023-03-24
QD-33260;"DAEWOO, HITACHI EQUIPMENT; HINO, ISUZU TRUCKS; KAWASAKI LOADERS";000001;040PBL23;676;2023-03-24
QD-33260;"DAEWOO, HITACHI EQUIPMENT; HINO, ISUZU TRUCKS; KAWASAKI LOADERS";000004;040PBL23;1;2023-03-24
QD-33386;CHEVROLET NPR / NKR;000001;040PBL23;0;2023-03-24
QD-33386;CHEVROLET NPR / NKR;000004;040PBL23;1;2023-03-24
QD-33393;CHEVROLET NPR / NKR / ENCAVA;000001;040PBL23;2204;2023-03-24
QD-33393;CHEVROLET NPR / NKR / ENCAVA;000004;040PBL23;1;2023-03-24
QD-33399;MITSUBISHI FUSO CANTER;000001;040PBL23;1028;2023-03-24
QD-33399;MITSUBISHI FUSO CANTER;000004;040PBL23;1;2023-03-24
QD-33587;MACK GRANITE Y VISION;000001;040PBL23;1976;2023-03-24
QD-33587;MACK GRANITE Y VISION;000004;040PBL23;1;2023-03-24
QD-33588;MACK GRANITE Y VISION;000001;040PBL23;596;2023-03-24
QD-33588;MACK GRANITE Y VISION;000004;040PBL23;1;2023-03-24
QD-33742;CAT EQUIPMENT (CARTEPILLAR ENGINES);000001;040PBL23;356;2023-03-24
QD-33742;CAT EQUIPMENT (CARTEPILLAR ENGINES);000004;040PBL23;1;2023-03-24
QD-33777;TRAMPA CUMMINS;000001;040PBL23;1508;2023-03-24
QD-33777;TRAMPA CUMMINS;000004;040PBL23;1;2023-03-24
QD-8429;TOYOTA HILUX / HIACE / TACOMA;000001;040PBL23;2060;2023-03-24
QD-8429;TOYOTA HILUX / HIACE / TACOMA;000004;040PBL23;1;2023-03-24
QL-51429;IVECO EUROCARGO;000001;040PBL23;308;2023-03-24
QL-51429;IVECO EUROCARGO;000004;040PBL23;1;2023-03-24
QL-51431;FIAT IVECO DAILY TURBO;000001;040PBL23;308;2023-03-24
QL-51431;FIAT IVECO DAILY TURBO;000004;040PBL23;1;2023-03-24
QL-51602;FORD CARGO 815 MOTOR CUMMINS 3.9L;000001;040PBL23;1172;2023-03-24
QL-51602;FORD CARGO 815 MOTOR CUMMINS 3.9L;000004;040PBL23;1;2023-03-24
QL-51660;VOLVO / MACK BY PASS;000001;040PBL23;452;2023-03-24
QL-51660;VOLVO / MACK BY PASS;000004;040PBL23;1;2023-03-24
QL-51669;FORD MOTORES CUMMINS;000001;040PBL23;572;2023-03-24
QL-51669;FORD MOTORES CUMMINS;000004;040PBL23;1;2023-03-24
QL-51675;MITSUBISHI FUSO CANTER;000001;040PBL23;20;2023-03-24
QL-51675;MITSUBISHI FUSO CANTER;000004;040PBL23;1;2023-03-24
QL-51748;FORD F-9000 / CARGO 1721;000001;040PBL23;344;2023-03-24
QL-51748;FORD F-9000 / CARGO 1721;000004;040PBL23;1;2023-03-24
QL-51749;SUPERBRIGADIER 185 / 229;000001;040PBL23;500;2023-03-24
QL-51749;SUPERBRIGADIER 185 / 229;000004;040PBL23;1;2023-03-24
QL-51810;CHEVROLET NPR / NKR / ENCAVA;000001;040PBL23;0;2023-03-24
QL-51810;CHEVROLET NPR / NKR / ENCAVA;000004;040PBL23;1;2023-03-24
QL-51832;FORD F-7000;000001;040PBL23;452;2023-03-24
QL-51832;FORD F-7000;000004;040PBL23;1;2023-03-24
QL-51971;FREIGHTLINER CL120 / FDL120;000001;040PBL23;571;2023-03-24
QL-51971;FREIGHTLINER CL120 / FDL120;000004;040PBL23;2;2023-03-24
QL-57746;CUMMINS ISX;000001;040PBL23;644;2023-03-24
QL-57746;CUMMINS ISX;000004;040PBL23;1;2023-03-24
QBD31580;QUALID 315/80R22.5 20PR BULLDOG;000002;035PBL23;158;2023-03-22
QBD31580;QUALID 315/80R22.5 20PR BULLDOG;000003;035PBL23;1;2023-03-22
550027631;SHELL GADUS S2 V220 2 AIWJ 10x0.4KG;000001;034PBL20;336;2020-01-01
550027631;SHELL GADUS S2 V220 2 AIWJ 10x0.4KG;000004;034PBL20;73;2020-01-01
QA-5700;NISSAN FRONTIER 2005 - 2014;000001;019PBL22;48;2022-03-30
QA-5700;NISSAN FRONTIER 2005 - 2014;000004;019PBL22;24;2022-03-30
QA-6558;MAZDA BT-50;000004;019PBL22;24;2022-03-30
QL-10358;TOYOTA COROLLA 2013-2018;000004;019PBL22;48;2022-03-30
550044601;SHELL RIMULA R2 50 TB 209L;000001;00009657;92;2023-05-08
550057767;SHELL HELIX HX7 SP 10W-40 6x1L;000001;00009656;3325;2023-05-08
QRPV50-G;QUALID REFRIGERANTE PREMIUM VERDE 50% 4x3.785L;000001;00009497;408;2023-04-20
QRPV50-T;QUALID REFRIGERANTE PREMIUM VERDE 50% 1x200L;000001;00009497;24;2023-04-20
QRHTV-L;QUALID REFRIGERANTE HIGH TEMP VERDE 12x1;000001;00009395;131;2023-03-31
QRPV50-G;QUALID REFRIGERANTE PREMIUM VERDE 50% 4x3.785L;000001;00009395;338;2023-03-31
QRPV50-T;QUALID REFRIGERANTE PREMIUM VERDE 50% 1x200L;000001;00009395;28;2023-03-31
QDOT3-946;QUALID LIQUIDO DE FRENOS DOT 3 12x946ML;000001;00009299;360;2023-03-23
QDOT4-946;QUALID LIQUIDO DE FRENOS DOT 4 12x946ML;000001;00009299;316;2023-03-23
QRHTR-L;QUALID REFRIGERANTE HIGH TEMP ROJO 12x1;000001;00009299;87;2023-03-23
QRHTV-G;QUALID REFRIGERANTE HIGH TEMP VERDE 4x3.785L;000002;00008322;283;2022-12-13
QRHTV-G;QUALID REFRIGERANTE HIGH TEMP VERDE 4x3.785L;000001;00008224;1099;2022-12-13
QRHTV-G;QUALID REFRIGERANTE HIGH TEMP VERDE 4x3.785L;000002;00008224;261;2022-12-13
QDOT3-290;QUALID LIQUIDO DE FRENOS DOT 3 12x290ML;000001;00008215;959;2022-12-08
QDOT3-290;QUALID LIQUIDO DE FRENOS DOT 3 12x290ML;000004;00008215;1;2022-12-08
QDOT4-290;QUALID LIQUIDO DE FRENOS DOT 4 12x290ML;000001;00008215;569;2022-12-08
QRPR50-G;QUALID REFRIGERANTE PREMIUM ROJO 50% 4x3.785L;000001;00008109;748;2022-12-02
QRPR50-G;QUALID REFRIGERANTE PREMIUM ROJO 50% 4x3.785L;000001;00008107;510;2022-12-02
QRPR50-G;QUALID REFRIGERANTE PREMIUM ROJO 50% 4x3.785L;000001;00007995;374;2022-11-29
QRPR50-G;QUALID REFRIGERANTE PREMIUM ROJO 50% 4x3.785L;000001;00007968;64;2022-11-28
QRPR50-G;QUALID REFRIGERANTE PREMIUM ROJO 50% 4x3.785L;000002;00007968;684;2022-11-28
QRHTR-G;QUALID REFRIGERANTE HIGH TEMP ROJO 4x3.785L;000001;00007962;748;2022-11-28
QRHTR-G;QUALID REFRIGERANTE HIGH TEMP ROJO 4x3.785L;000001;00007955;748;2022-11-21
QRHTR-G;QUALID REFRIGERANTE HIGH TEMP ROJO 4x3.785L;000002;00007885;198;2022-11-15
QRHTR-G;QUALID REFRIGERANTE HIGH TEMP ROJO 4x3.785L;000004;00007885;2;2022-11-15
QRHTR-G;QUALID REFRIGERANTE HIGH TEMP ROJO 4x3.785L;000001;00007884;368;2022-11-18
QRHTR-G;QUALID REFRIGERANTE HIGH TEMP ROJO 4x3.785L;000002;00007884;142;2022-11-18
QDOT3-946;QUALID LIQUIDO DE FRENOS DOT 3 12x946ML;000001;00007738;294;2022-11-14
QDOT4-946;QUALID LIQUIDO DE FRENOS DOT 4 12x946ML;000001;00007738;0;2022-11-14
QDOT4-946;QUALID LIQUIDO DE FRENOS DOT 4 12x946ML;000004;00007738;2;2022-11-14
QRPR50-G;QUALID REFRIGERANTE PREMIUM ROJO 50% 4x3.785L;000002;00007614;132;2022-11-02
QRPR50-T;QUALID REFRIGERANTE PREMIUM ROJO 50% 1x200L;000001;00006318;72;2022-07-20
QDM-L;QUALID DESENGRASANTE MULTIPROPOSITO 12x1L;000001;00006307;122;2022-07-13
QSH-L;QUALID SHAMPOO 12x1L;000001;00006307;120;2022-07-13
QDM-G;QUALID DESENGRASANTE MULTIPROPOSITO 4x3.785L;000001;00006191;81;2022-06-30
QEO-350;QUALID ELEVADOR DE OCTANAJE 12x350ML;000001;00006191;105;2022-06-30
QEO-350;QUALID ELEVADOR DE OCTANAJE 12x350ML;000004;00006191;6;2022-06-30
QSH-L;QUALID SHAMPOO 12x1L;000001;00006191;84;2022-06-30
QSH-G;QUALID SHAMPOO 4x3.785L;000001;00004329;90;2022-02-15
QSH-G;QUALID SHAMPOO 4x3.785L;000001;00004326;44;2022-02-14
QSH-G;QUALID SHAMPOO 4x3.785L;000004;00004326;3;2022-02-14
QFM-G;QUALID FORMULA MARINA 4x3.785L;000001;00003673;2;2021-12-18
QFM-G;QUALID FORMULA MARINA 4x3.785L;000004;00003673;3;2021-12-18
QAC-L;QUALID ABRILLANTADOR DE CAUCHOS 12x1L;000001;00003671;199;2021-12-18
QAC-L;QUALID ABRILLANTADOR DE CAUCHOS 12x1L;000004;00003671;80;2021-12-18
QDM-T;QUALID DESENGRASANTE MULTIPROPOSITO 1x200L;000001;00002758;1;2021-10-22
QSH-T;QUALID SHAMPOO 1x200L;000001;00002758;3;2021-10-22
550036183;SHELL MYSELLA S3 N 40 1x55GAL;000001;00000599;14;2020-12-16
