"id";"id_categoria";"id_brand";"id_umbral";"codigo";"referencia";"descripcion";"cantidad";"tipo"
"236";"6";"6";"1";"QPD29580";"QPD29580";"QUALID 295/80R22.5 18 PR PREDATOR";"0";""
"237";"3";"1";"6";"QRHTR-G";"QRHTR-G";"QUALID REFRIGERANTE HIGH TEMP ROJO 4x3.785L";"0";""
"238";"3";"1";"2";"QRHTR-L";"QRHTR-L";"QUALID REFRIGERANTE HIGH TEMP ROJO 12x1L";"0";""
"239";"3";"2";"14";"QRHTR-T";"QRHTR-T";"QUALID REFRIGERANTE HIGH TEMP ROJO 14";"0";""
"240";"3";"1";"6";"QRHTV-G";"QRHTV-G";"QUALID REFRIGERANTE HIGH TEMP VERDE  4x3.785L";"0";""
"241";"3";"1";"2";"QRHTV-L";"QRHTV-L";"QUALID REFRIGERANTE HIGH TEMP VERDE 12x1";"0";""
"242";"3";"2";"14";"QRHTV-T";"QRHTV-T";"QUALID REFRIGERANTE HIGH TEMP VERDE 14";"0";""
"243";"3";"1";"6";"QRPR50-G";"QRPR50-G";"QUALID REFRIGERANTE PREMIUM ROJO 50% 4x3.785L";"0";""
"244";"3";"2";"14";"QRPR50-T";"QRPR50-T";"QUALID REFRIGERANTE PREMIUM ROJO 50% 14";"0";""
"245";"3";"1";"6";"QRPV50-G";"QRPV50-G";"QUALID REFRIGERANTE PREMIUM VERDE 50% 4x3.785L";"0";""
"246";"3";"2";"14";"QRPV50-T";"QRPV50-T";"QUALID REFRIGERANTE PREMIUM VERDE 50% 14";"0";""
"247";"3";"1";"6";"QSH-G";"QSH-G";"QUALID SHAMPOO 4x3.785L";"0";""
"248";"3";"1";"2";"QSH-L";"QSH-L";"QUALID SHAMPOO 12x1L";"0";""
"249";"3";"2";"14";"QSH-T";"QSH-T";"QUALID SHAMPOO 14";"0";""
"250";"6";"6";"1";"QU18565R14";"QU18565R14";"QUALID 185/65 R14 URBANO";"0";""
"251";"6";"6";"1";"QVU12R225";"QVU12R225";"QUALID 12R22.5 18PR VULCANO";"0";""
"252";"6";"6";"1";"QWK750";"QWK750";"QUALID 7.50R16 14PR WORKER SET";"0";""
"253";"6";"6";"1";"WS175R13";"WS175R13";"SAFEWAY 175/70R13";"0";""
"254";"3";"6";"1";"Z0000157";"Z0000157";"ETQ QUALID REFRIGERANTE VERDE HIGH TEMP - G";"0";""
"255";"3";"6";"1";"Z0000158";"Z0000158";"ETQ QUALID REFRIGERANTE ROJO HIGH TEMP - G";"0";""
"256";"3";"6";"1";"Z0000159";"Z0000159";"ETQ QUALID REFRIGERANTE PREMIUM 50% - G";"0";""
"257";"3";"6";"1";"Z0000160";"Z0000160";"ETQ QUALID SHAMPOO AUTOMOTRIZ CONCENTRADO - G";"0";""
"258";"3";"6";"1";"Z0000161";"Z0000161";"ETQ QUALID FORMULA MARINA - G";"0";""
"259";"3";"6";"1";"Z0000162";"Z0000162";"ETQ QUALID DESENGRASANTE MULTIPROPOSITO - G";"0";""
"260";"3";"6";"1";"Z0000163";"Z0000163";"ETQ QUALID SHAMPOO AUTOMOTRIZ CONCENTRADO - L";"0";""
"261";"3";"6";"1";"Z0000164";"Z0000164";"ETQ QUALID FORMULA MARINA - L";"0";""
"262";"3";"6";"1";"Z0000165";"Z0000165";"ETQ QUALID DESENGRASANTE MULTIPROPOSITO - L";"0";""
"263";"3";"6";"1";"Z0000166";"Z0000166";"ETQ QUALID ABRILLANTADOR DE CAUCHOS - L";"0";""
"264";"3";"6";"1";"Z0000167";"Z0000167";"ETQ QUALID ELEVADOR DE OCTANAJE - 350";"0";""
"265";"3";"6";"1";"Z0000170";"Z0000170";"CLISHE - LINEA QUALID";"0";""
"266";"3";"6";"1";"Z0000173";"Z0000173";"GALONES CUADRADOS 3,785ML ROJOS - QUALID";"0";""
"267";"3";"6";"1";"Z0000191";"Z0000191";"MINIGALON 1.000 CC (1 LTS) ROJOS - QUALID";"0";""
"268";"3";"6";"1";"Z0000192";"Z0000192";"TAPA 28MMPP NEGRA P/ ENVASE DE 1  LTS- QUALID";"0";""
"269";"3";"6";"1";"Z0000228";"Z0000228";"TAMBOR L-RING PLUS 208 LTS";"0";""
